Variety,Card Number,Player/Athlete,Team,Rookie,Parallel
Base,H99,"Freddy Peralta,",Milwaukee Brewers,,
Base,H100,"Bobby Witt Jr.,",Kansas City Royals,,
Base,H101,"Brenton Doyle,",Colorado Rockies,,
Base,H102,"Shea Langeliers,",Athletics,,
Base,H103,"Kristian Campbell,",Boston Red Sox,RC,
Base,H104,"Rhett Lowder,",Cincinnati Reds,RC,
Base,H105,"Dalton Rushing,",Los Angeles Dodgers,RC,
Base,H106,"Sean Burke,",Chicago White Sox,RC,
Base,H107,"Michael Harris II,",Atlanta Braves,,
Base,H108,"Will Wagner,",Toronto Blue Jays,RC,
Base,H109,"Kevin Alc ntara,",Chicago Cubs,RC,
Base,H110,"Willy Adames,",San Francisco Giants,,
Base,H111,"Mick Abel,",Philadelphia Phillies,RC,
Base,H112,"Sal Frelick,",Milwaukee Brewers,,
Base,H113,"Luisangel Acu a,",New York Mets,RC,
Base,H114,"Drew Romo,",Colorado Rockies,RC,
Base,H115,"Nick Yorke,",Pittsburgh Pirates,RC,
Base,H116,"Salvador Perez,",Kansas City Royals,,
Base,H117,"Luis Robert Jr.,",Chicago White Sox,,
Base,H118,"Coby Mayo,",Baltimore Orioles,RC,
Base,H119,"Max Fried,",New York Yankees,,
Base,H120,"Jhonkensy Noel,",Cleveland Guardians,RC,
Base,H121,"Cam Smith,",Houston Astros,RC,
Base,H122,"Randy Arozarena,",Seattle Mariners,,
Base,H123,"Shota Imanaga,",Chicago Cubs,,
Base,H124,"Griffin Conine,",Miami Marlins,RC,
Base,H125,"Corey Seager,",Texas Rangers,,
Base,H126,"Clayton Kershaw,",Los Angeles Dodgers,,
Base,H127,"Kerry Carpenter,",Detroit Tigers,,
Base,H128,"Jung Hoo Lee,",San Francisco Giants,,
Base,H129,"Heliot Ramos,",San Francisco Giants,,
Base,H130,"Chase Dollander,",Colorado Rockies,RC,
Base,H131,"Zac Gallen,",Arizona Diamondbacks,,
Base,H132,"Nolan Arenado,",St. Louis Cardinals,,
Base,H133,"Caden Dana,",Angels,RC,
Base,H134,"Taylor Ward,",Angels,,
Base,H135,"Blake Snell,",Los Angeles Dodgers,,
Base,H136,"Jace Jung,",Detroit Tigers,RC,
Base,H137,"Tomoyuki Sugano,",Baltimore Orioles,RC,
Base,H138,"Bryan Reynolds,",Pittsburgh Pirates,,
Base,H139,"Hunter Greene,",Cincinnati Reds,,
Base,H140,"Cade Horton,",Chicago Cubs,RC,
Base,H141,"Jordan Lawlar,",Arizona Diamondbacks,,
Base,H142,"Mark Vientos,",New York Mets,,
Base,H143,"Steven Kwan,",Cleveland Guardians,,
Base,H144,"Sandy Alcantara,",Miami Marlins,,
Base,H145,"Ezequiel Tovar,",Colorado Rockies,,
Base,H146,"CJ Abrams,",Washington Nationals,,
Base,H147,"Brent Rooker,",Athletics,,
Base,H148,"Kumar Rocker,",Texas Rangers,RC,
Base,H149,"Zach Neto,",Angels,,
Base,H150,"Juan Soto,",New York Mets,,
Base,H151,"Luis Arraez,",San Diego Padres,,
Base,H152,"Luis Castillo,",Seattle Mariners,,
Base,H153,"Josh Smith,",Texas Rangers,,
Base,H154,"Alex Bregman,",Boston Red Sox,,
Base,H155,"Christian Walker,",Houston Astros,,
Base,H156,"Ceddanne Rafaela,",Boston Red Sox,,
Base,H157,"Colton Cowser,",Baltimore Orioles,,
Base,H158,"Corbin Carroll,",Arizona Diamondbacks,,
Base,H159,"Yoshinobu Yamamoto,",Los Angeles Dodgers,,
Base,H160,"Jackson Jobe,",Detroit Tigers,RC,
Base,H161,"Aaron Judge,",New York Yankees,,
Base,H162,"Zach Dezenzo,",Houston Astros,RC,
Base,H163,"Jose Altuve,",Houston Astros,,
Base,H164,"Teoscar Hern ndez,",Los Angeles Dodgers,,
Base,H165,"Tyler Locklear,",Seattle Mariners,RC,
Base,H166,"Dustin Harris,",Texas Rangers,RC,
Base,H167,"Darren Baker,",Washington Nationals,RC,
Base,H168,"Rece Hinds,",Cincinnati Reds,RC,
Base,H169,"Mois s Ballesteros,",Chicago Cubs,RC,
Base,H170,"Fernando Tatis Jr.,",San Diego Padres,,
Base,H171,"Francisco Lindor,",New York Mets,,
Base,H172,"Trey Sweeney,",Detroit Tigers,RC,
Base,H173,"Matt Shaw,",Chicago Cubs,RC,
Base,H174,"Hyeseong Kim,",Los Angeles Dodgers,RC,
Base,H175,"Carlos Correa,",Minnesota Twins,,
Base,H176,"Jazz Chisholm Jr.,",New York Yankees,,
Base,H177,"Matt Chapman,",San Francisco Giants,,
Base,H178,"Ryan Helsley,",St. Louis Cardinals,,
Base,H179,"Zack Wheeler,",Philadelphia Phillies,,
Base,H180,"Jarren Duran,",Boston Red Sox,,
Base,H181,"Adrian Del Castillo,",Arizona Diamondbacks,RC,
Base,H182,"Jackson Chourio,",Milwaukee Brewers,,
Base,H183,"Nacho Alvarez Jr.,",Atlanta Braves,RC,
Base,H184,"Ryan Bliss,",Seattle Mariners,RC,
Base,H185,"Corbin Burnes,",Arizona Diamondbacks,,
Base,H186,"Julio Rodr guez,",Seattle Mariners,,
Base,H187,"Thomas Saggese,",St. Louis Cardinals,RC,
Base,H188,"Jackson Holliday,",Baltimore Orioles,,
Base,H189,"Luke Keaschall,",Minnesota Twins,RC,
Base,H190,"Rafael Devers,",San Francisco Giants,,
Base,H191,"Adley Rutschman,",Baltimore Orioles,,
Base,H192,"Spencer Steer,",Cincinnati Reds,,
Base,H193,"Masyn Winn,",St. Louis Cardinals,,
Base,H194,"Royce Lewis,",Minnesota Twins,,
Base,H195,"Jos  Ram rez,",Cleveland Guardians,,
Base,H196,"Jacob deGrom,",Texas Rangers,,
Base,H197,"Walker Buehler,",Boston Red Sox,,
Base,H198,"Vinnie Pasquantino,",Kansas City Royals,,
Base,H199,"Spencer Schwellenbach,",Atlanta Braves,RC,
Base,H200,"Shohei Ohtani,",Los Angeles Dodgers,,
Base - Holiday Backs Short Prints,H13,"Brooks Lee,",Minnesota Twins,,
Base - Holiday Backs Short Prints,H18,"Gunnar Henderson,",Baltimore Orioles,,
Base - Holiday Backs Short Prints,H22,"Garrett Crochet,",Boston Red Sox,,
Base - Holiday Backs Short Prints,H23,"Roki Sasaki,",Los Angeles Dodgers,,
Base - Holiday Backs Short Prints,H44,"Yordan Alvarez,",Houston Astros,,
Base - Holiday Backs Short Prints,H70,"Paul Skenes,",Pittsburgh Pirates,,
Base - Holiday Backs Short Prints,H80,"Lawrence Butler,",Athletics,,
Base - Holiday Backs Short Prints,H87,"Wyatt Langford,",Texas Rangers,,
Base - Holiday Backs Short Prints,H94,"James Wood,",Washington Nationals,,
Base - Holiday Backs Short Prints,H98,"Chris Sale,",Atlanta Braves,,
Base - Holiday Backs Short Prints,H109,"Kevin Alc ntara,",Chicago Cubs,,
Base - Holiday Backs Short Prints,H117,"Luis Robert Jr.,",Chicago White Sox,,
Base - Holiday Backs Short Prints,H119,"Max Fried,",New York Yankees,,
Base - Holiday Backs Short Prints,H125,"Corey Seager,",Texas Rangers,,
Base - Holiday Backs Short Prints,H135,"Blake Snell,",Los Angeles Dodgers,,
Base - Holiday Backs Short Prints,H160,"Jackson Jobe,",Detroit Tigers,,
Base - Holiday Backs Short Prints,H170,"Fernando Tatis Jr.,",San Diego Padres,,
Base - Holiday Backs Short Prints,H176,"Jazz Chisholm Jr.,",New York Yankees,,
Base - Holiday Backs Short Prints,H179,"Zack Wheeler,",Philadelphia Phillies,,
Base - Holiday Backs Short Prints,H182,"Jackson Chourio,",Milwaukee Brewers,,
Base - Holiday Backs Short Prints,H185,"Corbin Burnes,",Arizona Diamondbacks,,
Base - Holiday Backs Short Prints,H188,"Jackson Holliday,",Baltimore Orioles,,
Base - Holiday Backs Short Prints,H190,"Rafael Devers,",Boston Red Sox,,
Base - Holiday Backs Short Prints,H195,"Jos  Ram rez,",Cleveland Guardians,,
Base - Holiday Backs Short Prints,H200,"Shohei Ohtani,",Los Angeles Dodgers,,
Base - Holiday Backs Super Short Prints,H1,"Shohei Ohtani,",Los Angeles Dodgers,,
Base - Holiday Backs Super Short Prints,H23,"Roki Sasaki,",Los Angeles Dodgers,,
Base - Holiday Backs Super Short Prints,H26,"Kyle Tucker,",Chicago Cubs,,
Base - Holiday Backs Super Short Prints,H30,"Jackson Merrill,",San Diego Padres,,
Base - Holiday Backs Super Short Prints,H50,"Mike Trout,",Los Angeles Angels,,
Base - Holiday Backs Super Short Prints,H60,"Drake Baldwin,",Atlanta Braves,,
Base - Holiday Backs Super Short Prints,H62,"Ronald Acu a Jr.,",Atlanta Braves,,
Base - Holiday Backs Super Short Prints,H69,"Bryce Harper,",Philadelphia Phillies,,
Base - Holiday Backs Super Short Prints,H70,"Paul Skenes,",Pittsburgh Pirates,,
Base - Holiday Backs Super Short Prints,H74,"Tarik Skubal,",Detroit Tigers,,
Base - Holiday Backs Super Short Prints,H75,"Spencer Strider,",Atlanta Braves,,
Base - Holiday Backs Super Short Prints,H79,"Andrew McCutchen,",Pittsburgh Pirates,,
Base - Holiday Backs Super Short Prints,H94,"James Wood,",Washington Nationals,,
Base - Holiday Backs Super Short Prints,H97,"Elly De La Cruz,",Cincinnati Reds,,
Base - Holiday Backs Super Short Prints,H100,"Bobby Witt Jr.,",Kansas City Royals,,
Base - Holiday Backs Super Short Prints,H103,"Kristian Campbell,",Boston Red Sox,,
Base - Holiday Backs Super Short Prints,H107,"Michael Harris II,",Atlanta Braves,,
Base - Holiday Backs Super Short Prints,H118,"Coby Mayo,",Baltimore Orioles,,
Base - Holiday Backs Super Short Prints,H121,"Cam Smith,",Houston Astros,,
Base - Holiday Backs Super Short Prints,H150,"Juan Soto,",New York Mets,,
Base - Holiday Backs Super Short Prints,H161,"Aaron Judge,",New York Yankees,,
Base - Holiday Backs Super Short Prints,H171,"Francisco Lindor,",New York Mets,,
Base - Holiday Backs Super Short Prints,H174,"Hyeseong Kim,",Los Angeles Dodgers,,
Base - Holiday Backs Super Short Prints,H182,"Jackson Chourio,",Milwaukee Brewers,,
Base - Holiday Backs Super Short Prints,H186,"Julio Rodr guez,",Seattle Mariners,,
Base Chrome,H1,"Shohei Ohtani,",Los Angeles Dodgers,,
Base Chrome,H2,"Evan Carter,",Texas Rangers,,
Base Chrome,H3,"Junior Caminero,",Tampa Bay Rays,,
Base Chrome,H4,"Jacob Wilson,",Athletics,RC,
Base Chrome,H5,"George Kirby,",Seattle Mariners,,
Base Chrome,H6,"Drew Thorpe,",Chicago White Sox,RC,
Base Chrome,H7,"Josh Jung,",Texas Rangers,,
Base Chrome,H8,"Ben Rice,",New York Yankees,RC,
Base Chrome,H9,"Marcus Semien,",Texas Rangers,,
Base Chrome,H10,"Jasson Dom nguez,",New York Yankees,,
Base Chrome,H11,"Byron Buxton,",Minnesota Twins,,
Base Chrome,H12,"Freddie Freeman,",Los Angeles Dodgers,,
Base Chrome,H13,"Brooks Lee,",Minnesota Twins,RC,
Base Chrome,H14,"Anthony Santander,",Toronto Blue Jays,,
Base Chrome,H15,"Matt Olson,",Atlanta Braves,,
Base Chrome,H16,"Will Warren,",New York Yankees,RC,
Base Chrome,H17,"Orelvis Martinez,",Toronto Blue Jays,RC,
Base Chrome,H18,"Gunnar Henderson,",Baltimore Orioles,,
Base Chrome,H19,"Agust n Ram rez,",Miami Marlins,RC,
Base Chrome,H20,"Yandy D az,",Tampa Bay Rays,,
Base Chrome,H21,"William Contreras,",Milwaukee Brewers,,
Base Chrome,H22,"Garrett Crochet,",Boston Red Sox,,
Base Chrome,H23,"Roki Sasaki,",Los Angeles Dodgers,RC,
Base Chrome,H24,"Framber Valdez,",Houston Astros,,
Base Chrome,H25,"Christian Yelich,",Milwaukee Brewers,,
Base Chrome,H26,"Kyle Tucker,",Chicago Cubs,,
Base Chrome,H27,"Ian Happ,",Chicago Cubs,,
Base Chrome,H28,"Shane McClanahan,",Tampa Bay Rays,,
Base Chrome,H29,"Giancarlo Stanton,",New York Yankees,,
Base Chrome,H30,"Jackson Merrill,",San Diego Padres,,
Base Chrome,H31,"Justyn-Henry Malloy,",Detroit Tigers,RC,
Base Chrome,H32,"Tyler Soderstrom,",Athletics,,
Base Chrome,H33,"J.T. Realmuto,",Philadelphia Phillies,,
Base Chrome,H34,"Pete Alonso,",New York Mets,,
Base Chrome,H35,"Marcelo Mayer,",Boston Red Sox,RC,
Base Chrome,H36,"Ozzie Albies,",Atlanta Braves,,
Base Chrome,H37,"Edgar Quero,",Chicago White Sox,RC,
Base Chrome,H38,"Chandler Simpson,",Tampa Bay Rays,RC,
Base Chrome,H39,"Dansby Swanson,",Chicago Cubs,,
Base Chrome,H40,"Nick Kurtz,",Athletics,RC,
Base Chrome,H41,"Pete Crow-Armstrong,",Chicago Cubs,,
Base Chrome,H42,"Adael Amador,",Colorado Rockies,RC,
Base Chrome,H43,"Ketel Marte,",Arizona Diamondbacks,,
Base Chrome,H44,"Yordan Alvarez,",Houston Astros,,
Base Chrome,H45,"Bo Bichette,",Toronto Blue Jays,,
Base Chrome,H46,"Dylan Crews,",Washington Nationals,RC,
Base Chrome,H47,"Nathan Eovaldi,",Texas Rangers,,
Base Chrome,H48,"Mason Miller,",Athletics,,
Base Chrome,H49,"Triston Casas,",Boston Red Sox,,
Base Chrome,H50,"Mike Trout,",Angels,,
Base Chrome,H51,"Jack Flaherty,",Detroit Tigers,,
Base Chrome,H52,"Mookie Betts,",Los Angeles Dodgers,,
Base Chrome,H53,"Grant McCray,",San Francisco Giants,RC,
Base Chrome,H54,"Cal Raleigh,",Seattle Mariners,,
Base Chrome,H55,"Nolan Schanuel,",Angels,,
Base Chrome,H56,"Austin Wells,",New York Yankees,,
Base Chrome,H57,"Leo Jim nez,",Toronto Blue Jays,RC,
Base Chrome,H58,"Jordan Westburg,",Baltimore Orioles,,
Base Chrome,H59,"Yusei Kikuchi,",Angels,,
Base Chrome,H60,"Drake Baldwin,",Atlanta Braves,RC,
Base Chrome,H61,"Adolis Garc a,",Texas Rangers,,
Base Chrome,H62,"Ronald Acu a Jr.,",Atlanta Braves,,
Base Chrome,H63,"Cole Ragans,",Kansas City Royals,,
Base Chrome,H64,"Alec Burleson,",St. Louis Cardinals,,
Base Chrome,H65,"Xander Bogaerts,",San Diego Padres,,
Base Chrome,H66,"Vladimir Guerrero Jr.,",Toronto Blue Jays,,
Base Chrome,H67,"Austin Hays,",Cincinnati Reds,,
Base Chrome,H68,"Zebby Matthews,",Minnesota Twins,RC,
Base Chrome,H69,"Bryce Harper,",Philadelphia Phillies,,
Base Chrome,H70,"Paul Skenes,",Pittsburgh Pirates,,
Base Chrome,H71,"Matt Strahm,",Philadelphia Phillies,,
Base Chrome,H72,"Connor Norby,",Miami Marlins,RC,
Base Chrome,H73,"Oneil Cruz,",Pittsburgh Pirates,,
Base Chrome,H74,"Tarik Skubal,",Detroit Tigers,,
Base Chrome,H75,"Spencer Strider,",Atlanta Braves,,
Base Chrome,H76,"Riley Greene,",Detroit Tigers,,
Base Chrome,H77,"Dylan Cease,",San Diego Padres,,
Base Chrome,H78,"David Festa,",Minnesota Twins,RC,
Base Chrome,H79,"Andrew McCutchen,",Pittsburgh Pirates,,
Base Chrome,H80,"Lawrence Butler,",Athletics,,
Base Chrome,H81,"Kris Bryant,",Colorado Rockies,,
Base Chrome,H82,"Angel Mart nez,",Cleveland Guardians,RC,
Base Chrome,H83,"Logan Gilbert,",Seattle Mariners,,
Base Chrome,H84,"Andrew Benintendi,",Chicago White Sox,,
Base Chrome,H85,"Hayden Birdsong,",San Francisco Giants,RC,
Base Chrome,H86,"Austin Riley,",Atlanta Braves,,
Base Chrome,H87,"Wyatt Langford,",Texas Rangers,,
Base Chrome,H88,"Yu Darvish,",San Diego Padres,,
Base Chrome,H89,"Seiya Suzuki,",Chicago Cubs,,
Base Chrome,H90,"Trea Turner,",Philadelphia Phillies,,
Base Chrome,H91,"Manny Machado,",San Diego Padres,,
Base Chrome,H92,"Zac Veen,",Colorado Rockies,RC,
Base Chrome,H93,"Geraldo Perdomo,",Arizona Diamondbacks,,
Base Chrome,H94,"James Wood,",Washington Nationals,RC,
Base Chrome,H95,"Shane Bieber,",Cleveland Guardians,,
Base Chrome,H96,"Emmanuel Clase,",Cleveland Guardians,,
Base Chrome,H97,"Elly De La Cruz,",Cincinnati Reds,,
Base Chrome,H98,"Chris Sale,",Atlanta Braves,,
Base Chrome,H99,"Freddy Peralta,",Milwaukee Brewers,,
Base Chrome,H100,"Bobby Witt Jr.,",Kansas City Royals,,
Base Chrome,H101,"Brenton Doyle,",Colorado Rockies,,
Base Chrome,H102,"Shea Langeliers,",Athletics,,
Base Chrome,H103,"Kristian Campbell,",Boston Red Sox,RC,
Base Chrome,H104,"Rhett Lowder,",Cincinnati Reds,RC,
Base Chrome,H105,"Dalton Rushing,",Los Angeles Dodgers,RC,
Base Chrome,H106,"Sean Burke,",Chicago White Sox,RC,
Base Chrome,H107,"Michael Harris II,",Atlanta Braves,,
Base Chrome,H108,"Will Wagner,",Toronto Blue Jays,RC,
Base Chrome,H109,"Kevin Alc ntara,",Chicago Cubs,RC,
Base Chrome,H110,"Willy Adames,",San Francisco Giants,,
Base Chrome,H111,"Mick Abel,",Philadelphia Phillies,RC,
Base Chrome,H112,"Sal Frelick,",Milwaukee Brewers,,
Base Chrome,H113,"Luisangel Acu a,",New York Mets,RC,
Base Chrome,H114,"Drew Romo,",Colorado Rockies,RC,
Base Chrome,H115,"Nick Yorke,",Pittsburgh Pirates,RC,
Base Chrome,H116,"Salvador Perez,",Kansas City Royals,,
Base Chrome,H117,"Luis Robert Jr.,",Chicago White Sox,,
Base Chrome,H118,"Coby Mayo,",Baltimore Orioles,RC,
Base Chrome,H119,"Max Fried,",New York Yankees,,
Base Chrome,H120,"Jhonkensy Noel,",Cleveland Guardians,RC,
Base Chrome,H121,"Cam Smith,",Houston Astros,RC,
Base Chrome,H122,"Randy Arozarena,",Seattle Mariners,,
Base Chrome,H123,"Shota Imanaga,",Chicago Cubs,,
Base Chrome,H124,"Griffin Conine,",Miami Marlins,RC,
Base Chrome,H125,"Corey Seager,",Texas Rangers,,
Base Chrome,H126,"Clayton Kershaw,",Los Angeles Dodgers,,
Base Chrome,H127,"Kerry Carpenter,",Detroit Tigers,,
Base Chrome,H128,"Jung Hoo Lee,",San Francisco Giants,,
Base Chrome,H129,"Heliot Ramos,",San Francisco Giants,,
Base Chrome,H130,"Chase Dollander,",Colorado Rockies,RC,
Base Chrome,H131,"Zac Gallen,",Arizona Diamondbacks,,
Base Chrome,H132,"Nolan Arenado,",St. Louis Cardinals,,
Base Chrome,H133,"Caden Dana,",Angels,RC,
Base Chrome,H134,"Taylor Ward,",Angels,,
Base Chrome,H135,"Blake Snell,",Los Angeles Dodgers,,
Base Chrome,H136,"Jace Jung,",Detroit Tigers,RC,
Base Chrome,H137,"Tomoyuki Sugano,",Baltimore Orioles,RC,
Base Chrome,H138,"Bryan Reynolds,",Pittsburgh Pirates,,
Base Chrome,H139,"Hunter Greene,",Cincinnati Reds,,
Base Chrome,H140,"Cade Horton,",Chicago Cubs,RC,
Base Chrome,H141,"Jordan Lawlar,",Arizona Diamondbacks,,
Base Chrome,H142,"Mark Vientos,",New York Mets,,
Base Chrome,H143,"Steven Kwan,",Cleveland Guardians,,
Base Chrome,H144,"Sandy Alcantara,",Miami Marlins,,
Base Chrome,H145,"Ezequiel Tovar,",Colorado Rockies,,
Base Chrome,H146,"CJ Abrams,",Washington Nationals,,
Base Chrome,H147,"Brent Rooker,",Athletics,,
Base Chrome,H148,"Kumar Rocker,",Texas Rangers,RC,
Base Chrome,H149,"Zach Neto,",Angels,,
Base Chrome,H150,"Juan Soto,",New York Mets,,
Base Chrome,H151,"Luis Arraez,",San Diego Padres,,
Base Chrome,H152,"Luis Castillo,",Seattle Mariners,,
Base Chrome,H153,"Josh Smith,",Texas Rangers,,
Base Chrome,H154,"Alex Bregman,",Boston Red Sox,,
Base Chrome,H155,"Christian Walker,",Houston Astros,,
Base Chrome,H156,"Ceddanne Rafaela,",Boston Red Sox,,
Base Chrome,H157,"Colton Cowser,",Baltimore Orioles,,
Base Chrome,H158,"Corbin Carroll,",Arizona Diamondbacks,,
Base Chrome,H159,"Yoshinobu Yamamoto,",Los Angeles Dodgers,,
Base Chrome,H160,"Jackson Jobe,",Detroit Tigers,RC,
Base Chrome,H161,"Aaron Judge,",New York Yankees,,
Base Chrome,H162,"Zach Dezenzo,",Houston Astros,RC,
Base Chrome,H163,"Jose Altuve,",Houston Astros,,
Base Chrome,H164,"Teoscar Hern ndez,",Los Angeles Dodgers,,
Base Chrome,H165,"Tyler Locklear,",Seattle Mariners,RC,
Base Chrome,H166,"Dustin Harris,",Texas Rangers,RC,
Base Chrome,H167,"Darren Baker,",Washington Nationals,RC,
Base Chrome,H168,"Rece Hinds,",Cincinnati Reds,RC,
Base Chrome,H169,"Mois s Ballesteros,",Chicago Cubs,RC,
Base Chrome,H170,"Fernando Tatis Jr.,",San Diego Padres,,
Base Chrome,H171,"Francisco Lindor,",New York Mets,,
Base Chrome,H172,"Trey Sweeney,",Detroit Tigers,RC,
Base Chrome,H173,"Matt Shaw,",Chicago Cubs,RC,
Base Chrome,H174,"Hyeseong Kim,",Los Angeles Dodgers,RC,
Base Chrome,H175,"Carlos Correa,",Minnesota Twins,,
Base Chrome,H176,"Jazz Chisholm Jr.,",New York Yankees,,
Base Chrome,H177,"Matt Chapman,",San Francisco Giants,,
